Text,Label
"I respect Sam Manekshaw, but watching Sam Bahadur felt like reading a Wikipedia page for two and a half hours. Vicky Kaushal did a great job with the mannerisms, but the movie itself had no drama, no tension. It was just 'this happened, then this happened, then this happened.' It felt more like a documentary than a film. I was honestly just bored.",1
"If you missed Laapataa Ladies, you're seriously missing out on a gem. It was such a breath of fresh air! The whole idea of two brides getting swapped on a train is so simple but they made it so funny and heartwarming. All the actors felt like real people you'd meet in a village, not some big stars, which made you root for them even more. It’s one of those rare movies that makes you laugh out loud while also leaving you with a really sweet message about finding your own way. Just a pure, feel-good film that will leave you smiling.",1
"So, 'Crew' is supposed to be a fun heist comedy? It felt more like a super long, glitzy ad for fancy handbags and airlines. The plot was so thin you could see right through it, and the jokes felt like they were written by a corporate committee. Yeah, the leading ladies looked great, but there's just nothing there. Totally mindless and forgettable.",1
"Gully Boy was such an inspiring watch. Ranveer Singh was just phenomenal, completely disappeared into the role of Murad. The music, the struggle, the triumph – it all felt so real. Zoya Akhtar did an amazing job telling that story. It makes you root for the underdog!",1
"F+A2:A76inally got around to re-watching Kalki 2898 AD, and man, it's still just as wild. The visuals are absolutely insane, probably the best I've seen come out of India, and seeing Big B as Ashwatthama on the big screen was something else. Prabhas and Deepika were solid, but honestly, Bujji the AI car stole the whole show for me. The only thing is, the story is a total head-scratcher. They throw so much lore and mythology at you that it's tough to keep up in one go. It's a massive, beautiful, and confusing epic that you have to see, but be ready to feel a little lost afterwards.",1
"I thought this was a wonderful way to spend time on a too hot summer weekend, sitting in the air conditioned theater and watching a light-hearted comedy. The plot is simplistic, but the dialogue is witty and the characters are likable (even the well bread suspected serial killer). While some may be disappointed when they realize this is not Match Point 2: Risk Addiction, I thought it was proof that Woody Allen is still fully in control of the style many of us have grown to love.This was the most I'd laughed at one of Woody's comedies in years (dare I say a decade?). While I've never been impressed with Scarlet Johanson, in this she managed to tone down her ""sexy"" image and jumped right into a average, but spirited young woman.This may not be the crown jewel of his career, but it was wittier than ""Devil Wears Prada"" and more interesting than ""Superman"" a great comedy to go see with friends.",0
"This show was an amazing, fresh & innovative idea in the 70's when it first aired. The first 7 or 8 years were brilliant, but things dropped off after that. By 1990, the show was not really funny anymore, and it's continued its decline further to the complete waste of time it is today.It's truly disgraceful how far this show has fallen. The writing is painfully bad, the performances are almost as bad - if not for the mildly entertaining respite of the guest-hosts, this show probably wouldn't still be on the air. I find it so hard to believe that the same creator that hand-selected the original cast also chose the band of hacks that followed. How can one recognize such brilliance and then see fit to replace it with such mediocrity? I felt I must give 2 stars out of respect for the original cast that made this show such a huge success. As it is now, the show is just awful. I can't believe it's still on the air.",0
"Encouraged by the positive comments about this film on here I was looking forward to watching this film. Bad mistake. I've seen 950+ films and this is truly one of the worst of them - it's awful in almost every way: editing, pacing, storyline, 'acting,' soundtrack (the film's only song - a lame country tune - is played no less than four times). The film looks cheap and nasty and is boring in the extreme. Rarely have I been so happy to see the end credits of a film. The only thing that prevents me giving this a 1-score is Harvey Keitel - while this is far from his best performance he at least seems to be making a bit of an effort. One for Keitel obsessives only.",0
"The cast played Shakespeare.Shakespeare lost.I appreciate that this is trying to bring Shakespeare to the masses, but why ruin something so good.Is it because 'The Scottish Play' is my favorite Shakespeare? I do not know. What I do know is that a certain Rev Bowdler (hence bowdlerization) tried to do something similar in the Victorian era.In other words, you cannot improve perfection.I have no more to write but as I have to write at least ten lines of text (and English composition was never my forte I will just have to keep going and say that this movie, as the saying goes, just does not cut it.",0
"Some films just simply should not be remade. This is one of them. In and of itself it is not a bad film. But it fails to capture the flavor and the terror of the 1963 film of the same title. Liam Neeson was excellent as he always is, and most of the cast holds up, with the exception of Owen Wilson, who just did not bring the right feel to the character of Luke. But the major fault with this version is that it strayed too far from the Shirley Jackson story in it's attempts to be grandiose and lost some of the thrill of the earlier film in a trade off for snazzier special effects. Again I will say that in and of itself it is not a bad film. But you will enjoy the friction of terror in the older version much more.",0
"Well made documentary focusing on two Sudanese refugees who get resettled in the United States. It's your basic fish out of water story with a non-fiction twist. I found it fascinating to see how Peter and Santino lived prior to coming to America and how they adapted once they arrived here (in Houston, Texas.) They expected a sort of heaven but found out that it's a lot harder than it looks to cope well in the states. They go from hopeful idealists to somewhat more realistic skeptics. Everywhere they go they meet bureaucrats with paper trails that most citizens may take for granted. They fret that they are blacker than the African-Americans here and don't feel accepted because of that. One of the ""Lost Boys"" manages to leave Houston to go to Olathe, Kansas, where he finds conditions slightly better but still less than ideal. There are people that try to help them as well as try to hurt them in this film. Not shown, but talked about, are those who put a gun to their heads and robbed them, leading one Lost Boy to comment negatively that ""all black people in America are no good."" I found it interesting, too, that they arrived in Houston in August 2001, a month before the World Trade Center was attacked by terrorists. I had hoped to see their reaction to this tragedy but it's not mentioned at all. Still, all in all, a really well done documentary with no narration. None is needed really. The ""Lost Boys"" do a fine job expounding on the events going on around them without any help at all, thank you very much.",0
"This production was made in the middle 1980s, and appears to be the first serious attempt to put BLEAK HOUSE on celluloid. No film version of the novel was ever attempted (it is remarkably rich in subplots that actually serve as counterpoints to each other, so that it would have been very hard to prune it down). The novel was the only attempt by Dickens to make a central narrator (one of two in the work) a woman, Esther Summerson. Esther is raised by her aunt and uncle, who (in typical Dickens style) mistreat her. She is illegitimate, but they won't tell her anything about her parentage. Later we get involved with the gentry, Sir Leicester Dedlock, and his wife. Lady Honoria Deadlock (Dame Diana Rigg) is having an increasingly difficult time regarding her private life and the meddling involvement of the family solicitor Tulkinghorn (Peter Vaughn). We also are involved with the actions of Richard Carstone (Esther's boyfriend) in trying to win a long drawn out estate chancery case, Jarndyce v. Jarndyce, which everyone (even Richard's cousin John Jarndyce - played by Desmond Elliot) warns is not worth the effort.Dickens had been a law reporter and then a parliamentary reporter before he wrote fiction. Starting with the breach of promise case in PICKWICK PAPERS, Dickens looked closely at the law. Mr. Bumble said it was ""a ass"" in OLIVER TWIST and Dickens would consistently support that view. He looks at the slums as breeding grounds for crime in TWIST, that the law barely tries to cure. He attacks the Chancery and outdated estate laws, as well as too powerful solicitors and greedy lawyers (Tulkinghorn, Vholes) in BLEAK HOUSE. In LITTLE DORRIT he attacks the debtors' prisons (he had hit it also in David COPPERFIELD). In OUR MUTUAL FRIEND he looks at testators and wills. In THE MYSTERY OF EDWIN DROOD he apparently was going to go to a murder trial. Dickens was far more critical of legal institutions than most of his contemporaries, including Thackeray.But the novel also looks at other problems (like charity and religious hypocrisy, the budding Scotland Yard detective force, social snobbery in the industrial revolution). He also uses the novel to satirize various people: Leigh Hunt the writer, Inspector Fields of Scotland Yard, and even the notorious Maria Manning. Most of these points were kept in this fine mini-series version. If it is shown again on a cable station, catch it.",0
"Without a doubt, the best Burt Reynolds film ever! Even better than Smokey and the Bandit. This was probably the first real bloody cop thriller of the 1980s and delivered the perfect blend of humor, action, mystery and style that is missing in today's films.This one has it all: A psychotic Henry Silva jacked up on PCP, $1,000 a night call girls, ninja assassins and Burt Reynolds getting his fingers sliced off, one by one, with a butterfly knife. The film is based on the novel by William Diehl who also wrote PRIMAL FEAR, another one of my all-time favorites. This movie is worth watching just to see Henry Silva get shot six times, crash through a window, and fall thirty stories from the top of an Atlanta high-rise. This is probably the coolest stunt in Hollywood history, performed by legendary stuntman Dar Robinson.Robinson also played ""Moke"" in the Elmore Leonard movie STICK, also starring Burt Reynolds. Stick features another great Dar Robinson stunt. Robinson falls from a Miami apartment building and unloads all six shots from a .44 magnum on his way down. Very cool stuff.SHARKY'S MACHINE is my favorite police drama. I never understood why this film flopped the way it did. If Burt did more films like this, he would've built a better reputation for himself. He proves to be a talented director with Sharky, as well as a gifted actor. Burt is supported by Brian Kieth, Charles Durning, Bernie Casey, Richard Libertini, Rachel Ward, and everyone's favorite bad guy Henry Silva. PLEASE remake this classic film! Get Affleck and Samuel L. and some other hot actors and you've got a great movie just waiting to be filmed.I give it a 9 out of 10",0
"Dark Harvest is a very low budget production made by a bunch of rank amateurs which manages to come off as a kind of semi-professional movie. Unfortunately the poor effects, wooden acting and unoriginal story makes this a very mediocre horror slasher at best. By no means is Dark Harvest the worst horror movie i've ever seen, it just isn't anything special and has nothing in it to warrant a second watch or hope for a sequel. You know a director has doubts about their own horror film when a) there is some pointless nudity and b) the movie's so short they add some rather boring outtakes at the end credits that nobody really cares about because the movie wasn't that good! A slightly better movie which i can't help feeling was the inspiration for Dark Harvest is the eighties movie 'Scarecrows' which is an OK movie but still pretty average.Dark Harvest isn't as bad as some of the other comments say it is but don't think that you will be entertained much either. One thing i also have to comment on is the character of Angela who has a really terrible English accent! What was the point in that?! To maybe give it a certain touch of class? Yeah right! English people do NOT say ""WAAHTAAH"" when they mean to say ""water"" and i don't care what part of England they are from! If you can't find a genuine English actress or a non-English actress who can put on a brilliant English accent (not many of them about) then DON'T BOTHER! Sheesh! Final score: 4/10",0
As a Czech I am very pleased when I read these comments here. I am absolutely sure that this film is great. And what you maybe don't know is that story was specially written for Mr. BrodskÃ½. The man you can see is him and his typical attitude - to live and to resist death. He was one of great actors and we are very lucky that we he has made so many beautiful films during his life. You are lucky you could see at least one of them. Enjoy.,0
"I rented this DVD for two reasons. A cast of great actors, and the director, even though Robert Altman can be hit or miss. In this case, it was a big miss. Altman's attempt at creating suspense fell on its keester. After seeing Kenneth Branagh in a good film like ""Dead Again"", I didn't think he could possibly contribute to such a turkey, and I hope it didn't ruin his reputation. Robert Duvall seems to have fallen the way of most one-time Oscar winners. On a downward spiral that includes acting in eating-money films such as this one. Duvall was once a great actor in excellent films, even though his best performance was not ""Tender Mercies"", but ""The Great Santini"". This movie was truly a big waste of time. I give it a 2 out of 10.",0
"Ah, here it is! A movie, which is said by people to remind me of the epic ""Trainspotting"". OUCH, was I a fool to believe that, and OUCH, how my buttocks hurt after having forced myself to watch this c**p from beginning to end. After the first 10-15 minutes I just wanted it all to end, or at least they could've put some nudity or action or cool acid house music into it to make it worth the time... But no, when I was through with it, i put it into my CD shelf and I hope I will never have to pick it out again just to show it to some friend who is so anxious to see it that he/she don't want to listen to my warnings.",0
"Your first clue that this is a cheesy movie is that it was shot on video, not film. The story is convoluted, and the production is amazingly sloppy. Note, for example, that when the title couple are on a plane ostensibly landing in Vermont, where they've gone to celebrate their relationship in a civil union ceremony, the plane is shown coming into an airport surrounded by palm trees. Their ceremony - in Vermont - takes place in a garden of tropical plants, including palms, which wouldn't last five minutes in the New England climate. On yet another airplane trip, the establishing shot depicts a FedEx cargo plane taking off. Presumably they could only afford to travel in steerage. As for the plot, this movie expects you to believe that Victor, the devoutly Christian brother of Arthur, is kicked out of his church when the congregation learns that his BROTHER is gay. Not only that, but the pastor eventually sets Victor up with a hit man to have Ben and Arthur killed ""to purge their souls of sin."" Apparently no one in this church has ever heard of the Ten Commandments. Were it not for Jamie Brett Gabel, who is surprisingly effective as Arthur, this movie would have no redeeming qualities at all.",0
"An update of the skits and jokes you would have seen on a Burlesque stage in the first half of the 20th Century. It's a string of several jokes acted out. Some of them you could tell your Grandmother, some of them not, but it's a fairly safe bet she's heard them all before. For what it tries to be, it's not too bad. Before you rent it, remember that it's an older style of entertainment and has more value as history than as comedy or titillation. Robin Williams has a couple of bits, but he's interchangeable with the other players.",0
"Steven Seagal appears to be sleepwalking through a dreadful movie shot almost entirely in close-up to disguise the complete lack of budget and resources. To pick on the technical flaws - silver F/A-18s and F-14s take of from a carrier for an air-strike, and miraculously become camouflaged F-16s for the actual strike - would give this movie more credibility than it deserves. Suffice it to say that the most interesting thing in the movie is the credit titles which fade on and then disappear in a lightning wipe, which presumably is available to all users of Final Cut Pro. Putting all your creativity into your own credit puts Michael Keusch in the same category as Marcel Mandu.",0
"A very close and sharp discription of the bubbling and dynamic emotional world of specialy one 18year old guy, that makes his first experiences in his gay love to an other boy, during an vacation with a part of his family.I liked this film because of his extremly clear and surrogated storytelling , with all this ""Sound-close-ups"" and quiet moments wich had been full of intensive moods.",0
"This film was absolutely BRILLIANT!! Every performance in this film is excellent, especially Jake Gyllenhaal and Chris Cooper. It looks like Mr Gyllenhaal will have a HUGE film career if this is anything to go by. I thought that Joe Johnston was an odd choice as director as he is usually associated woth big budget blockbusters(Jumanji, Honey I shrunk the kids). He pulls of every scene with sheer class. My favourite scene was where Homer is going down the mineshaft and looking at the sky, going down, as all of his dreams were, it was beautiful. Joe Johnston should direct more of these brilliant, acting driven films as well as his Big budget blockbuster faire, which is also excellent. KUDOS!! to all involved in this masterpiece!",0
"I've heard about this documentary for so long I knew I needed to take the time to watch it. As a documentary it's very well done, in that it takes a neutral observant view of their experience. There are no voice-overs, or interviewing. It is honest. It is true. It is also humbling. Two comments really stayed with me after the film was done. One was how the boys are told to not to become like the American boys who wear the baggy pants, and how in Africa there is time but no money, but in America there is money but no time. The biggest impact was how the boys hungered for education, and how one of the boys totally relocated himself so he could go to school. I watched this film with a high school sophomore who said it upset him to see how the boys were brought to their new life without any real orientation to America. He also said he knew so many American teens who simply cannot appreciate howblessed their lives are in America. I would agree with him on both accounts. A strong film that will leave a person thinking about many things.",0
"I just saw this at the Castro Theatre in San Francisco and had trouble staying awake during this incredibly repetitive, unenlightening little film. It is a 75 minutes film that felt like 175 minutes and has about 20 minutes of modestly engaging material. It's not bad in any offensive way, it just repeats things that have been said many, many times over and more interestingly and provocatively. With only a couple of exceptions, the interviews drone on and on and on, making little emotional contact or context to the whole topic. It's more like a ""how to"" guide for something that can't be done anymore. I was alive during the era but felt little connection or nostalgia for what was presented.",0
"Do you like really inventive comedy or do you love ""the wedding crashers"", if the answer is the latter stop reading now. I can't believe this movie is not higher rated. Basically Meadows plays a character not unlike Austin Powers.There are so many inventive moments in this gagorama. From crudity - Leon playing with himself on the porch, the ex boyfriend tricked into eating . . Oh well. To inspired lunacy- clown sex , the Broadway routine, the voice over. Meadows is great as the childish, but very sweet natured Leon. Some great lines ""don't blame the wang"" ""freaky deaky sex world"" too many. . . Why this movie wasn't huge is a mystery. Great comedy.",0
"They have taken a story dear to the people of Edinburgh's heart, a true story and changed it as Hollywood has done before to many a tale. The end result is a movie however well done for those how do not know the story yet totally different and inaccurate. The original movie of this tale that Walt Disney himself oversaw used the right breed dog that is crucial for this tale and did not make that John Grey was anything special he was a poor Shepard who died in poverty at the inn. If you like the story, watch the Disney original for a better heart- warming story. It's a Shame the cast and the potential was there for a terrific remake of a classic tale. Read the book for an accurate occurrence of the story. And if you really like it, you can visit the real Kirkyard in Edinburgh.",0
